,Date,Temperature (Min),Temperature (Max),Pressure,Direction of Wind,Velocity of Wind,Humidity,Carbon Monoxide,UV Rays,Intensity of Light,Clouds,Rainfall
6044,1986-07-20,18.0,30.0,882.0,SouthWest,18.047542617321305,95.0,0.8962211757908859,0.35114550470244865,13683.0,Cumulus: Fluffy,0.012236772783210323
6045,1986-07-21,17.0,31.0,945.0,NorthEast,18.602280537144367,97.0,0.7957723647617623,0.2849838210535414,13170.0,Nimbostratus,0.009439409627279812
6046,1986-07-22,18.0,32.0,940.0,SouthEast,14.176429935734916,78.0,0.973655166848773,0.22652055146294925,12518.0,Lenticular Clouds,0.00039229084338807314
6047,1986-07-23,18.0,31.0,981.0,NorthEast,17.98662042421137,92.0,0.9410235793305798,0.4289597699780997,13021.0,Altocumulus,0.008859103247670003
6048,1986-07-24,18.0,32.0,934.0,SouthWest,11.471026531939923,97.0,0.9578484784515742,0.2942809638459125,12689.0,Stratus,0.006475247505928958
6049,1986-07-25,18.0,33.0,937.0,SouthEast,15.50826644532182,78.0,0.7824936076613539,0.264357521533247,13349.0,Altostratus,0.011985073131356298
6050,1986-07-26,18.0,30.0,914.0,NorthWest,18.516460624183413,78.0,0.9536543198907641,0.4136444756397784,13668.0,Altostratus,0.004382106122402217
6051,1986-07-27,18.0,31.0,927.0,SouthWest,12.783055186094256,96.0,0.9615013039963534,0.23842266766229928,12987.0,Altostratus,0.019015213623630324
6052,1986-07-28,18.0,29.0,967.0,NorthWest,16.759489963812687,77.0,0.7970851630720012,0.2684577704717073,13430.0,Stratus,0.0011116875313023702
6053,1986-07-29,18.0,30.0,964.0,NorthWest,15.541994856779873,90.0,0.9937543834332828,0.23375494254765394,13025.0,Lenticular Clouds,0.006367318500080903
6054,1986-07-30,17.0,30.0,892.0,NorthEast,19.59659751524994,100.0,0.9617480543492989,0.3933580505426306,12493.0,Stratocumulus,0.016096540406632227
6055,1986-07-31,17.0,32.0,922.0,NorthEast,16.38444159893705,84.0,0.9492855918588607,0.2581863809647413,12313.0,Mammatus Clouds,0.011641714816924246
6056,1986-08-01,17.0,32.0,970.0,SouthEast,19.621683573074094,79.0,0.9425767523703141,0.40380607530241275,12496.0,Mammatus Clouds,0.005118779462510546
6057,1986-08-02,18.0,29.0,979.0,NorthWest,17.775443490284133,80.0,0.99766611243769,0.34453823901588787,13249.0,Altostratus,0.008464943781268705
6058,1986-08-03,18.0,29.0,987.0,SouthWest,13.374560648649215,93.0,0.99296813957599,0.42322755649662697,12422.0,Mammatus Clouds,0.0010158569938556645
6059,1986-08-04,18.0,31.0,993.0,SouthWest,20.01972177570518,95.0,0.9968853000350746,0.2532399890507141,12904.0,Cirrocumulus,0.00015356911338075137
6060,1986-08-05,17.0,32.0,976.0,SouthEast,10.732076271646072,85.0,0.9972495409945453,0.3080867658755684,12993.0,Altocumulus,0.009782119465375558
6061,1986-08-06,17.0,32.0,971.0,SouthEast,18.054495287268864,77.0,0.776728611402704,0.37763005716147025,12778.0,Lenticular Clouds,0.008290660899028373
6062,1986-08-07,18.0,31.0,935.0,NorthEast,12.90283204963688,80.0,0.8319735617574201,0.24801459395746125,13004.0,Cirrostratus,0.009939890003251583
6063,1986-08-08,18.0,31.0,946.0,SouthWest,19.275024810590132,83.0,0.8944393515869944,0.30694305489480816,12482.0,Cirrus,0.010157269547853972
6064,1986-08-09,17.0,30.0,997.0,NorthWest,11.829722876539698,94.0,0.919554206135323,0.4485859935804531,12956.0,Stratus,0.003585192308606467
6065,1986-08-10,17.0,31.0,999.0,SouthWest,14.20080789584147,80.0,0.8380601166961066,0.43316838428996,13237.0,Cirrus,0.003659716747664934
6066,1986-08-11,17.0,31.0,904.0,SouthWest,13.543708168740395,82.0,0.9920695324657705,0.32326711400976366,12282.0,Stratus,0.006479893260455716
6067,1986-08-12,19.0,30.0,894.0,NorthEast,17.412954818711047,92.0,0.8135994547491803,0.40557847450028317,13318.0,Mammatus Clouds,0.012853345030360558
6068,1986-08-13,19.0,32.0,950.0,SouthWest,18.233372116931832,95.0,0.8308101899528586,0.4474029045398044,12602.0,Cirrostratus,0.013088213783006106
6069,1986-08-14,17.0,32.0,902.0,SouthWest,9.327689060929627,99.0,0.994494316821051,0.39245866390065365,12311.0,Lenticular Clouds,0.005915908778839759
6070,1986-08-15,17.0,32.0,924.0,NorthEast,13.64010865391302,97.0,0.8944780044425185,0.339323735895894,12385.0,Cirrocumulus,0.0036898185728888614
6071,1986-08-16,19.0,32.0,902.0,NorthWest,19.33003799868759,89.0,0.950744342372993,0.30108187614078574,13352.0,Mammatus Clouds,0.01643558351390623
6072,1986-08-17,17.0,32.0,997.0,SouthEast,9.372068810701245,90.0,0.9872588046635895,0.3688472556616999,13157.0,Cirrocumulus,0.0027928234534244953
6073,1986-08-18,17.0,31.0,993.0,SouthEast,11.701739143171723,99.0,0.913563924984012,0.2629852451973978,12523.0,Lenticular Clouds,0.013397099946675955
6074,1986-08-19,18.0,30.0,916.0,NorthEast,12.708583440702816,99.0,0.8700287507757918,0.44556423548288293,12909.0,Cirrus,0.004577610396675735
6075,1986-08-20,17.0,31.0,924.0,SouthWest,13.992813397237997,77.0,0.7951441015643285,0.27202917584512976,12468.0,Cirrostratus,0.006561488304253843
6076,1986-08-21,18.0,32.0,908.0,NorthWest,16.85200873641389,99.0,0.949766462659509,0.29274350550430733,12352.0,Cumulus: Fluffy,0.008594333976602095
6077,1986-08-22,19.0,32.0,998.0,NorthEast,10.657340008487685,97.0,0.9791427465259941,0.24080687452605376,13262.0,Altocumulus,0.008847861246273417
6078,1986-08-23,18.0,31.0,932.0,NorthEast,13.495978349413228,83.0,0.9682035376370703,0.2396769527764164,13049.0,Altocumulus,0.00962481403191428
6079,1986-08-24,19.0,30.0,912.0,SouthWest,16.03249902548047,78.0,0.8877596420018504,0.2503223476079503,13114.0,Stratocumulus,0.014746060313952033
6080,1986-08-25,17.0,31.0,936.0,NorthEast,18.32109627005038,99.0,0.9060184209807549,0.3942144558717239,13569.0,Stratocumulus,0.012030699851674998
6081,1986-08-26,18.0,31.0,997.0,SouthWest,15.111669470039587,86.0,0.9568579701210544,0.2526707443024079,13064.0,Stratus,0.008881266141809806
6082,1986-08-27,18.0,29.0,900.0,NorthEast,9.25094026227213,98.0,0.7782771803990083,0.37826196550125163,12909.0,Cumulonimbus,0.011085676818774818
6083,1986-08-28,18.0,31.0,945.0,SouthEast,10.818361504745297,98.0,0.8430363449874811,0.37429909037243214,12555.0,Cumulus: Fluffy,0.0027497066983166265
6084,1986-08-29,18.0,31.0,983.0,SouthEast,12.596020061310677,99.0,0.8205738681575826,0.3642186497926093,13107.0,Altostratus,0.015363299852109498
6085,1986-08-30,17.0,30.0,980.0,SouthWest,9.566129028381514,97.0,0.9854769245840321,0.33771779399694213,13264.0,Cirrostratus,0.014838513317141326
6086,1986-08-31,17.0,31.0,897.0,NorthWest,10.464105774119098,87.0,0.8679108734903865,0.4012904604193219,12146.0,Altostratus,0.007565468470797677
6087,1986-09-01,17.0,32.0,915.0,SouthWest,17.59769829750021,92.0,0.7859838836813109,0.42578902882837893,12657.0,Altostratus,0.006361971232477948
6088,1986-09-02,18.0,30.0,981.0,NorthWest,17.89750079572435,95.0,0.9587830702347151,0.4033592005523157,13443.0,Altocumulus,0.011791787752530567
6089,1986-09-03,18.0,31.0,899.0,SouthEast,15.523549983357325,77.0,0.9270945576694667,0.295409021689639,12990.0,Altocumulus,0.0002034283465593523
6090,1986-09-04,17.0,31.0,887.0,SouthEast,14.422491175062301,95.0,0.9638693321923198,0.27558282805268103,12565.0,Altostratus,0.006772174188910524
6091,1986-09-05,18.0,33.0,884.0,SouthEast,15.076166919899476,89.0,0.960773193022012,0.3470302303884754,12157.0,Lenticular Clouds,0.00999041140973551
6092,1986-09-06,18.0,31.0,991.0,SouthWest,19.588005916616638,80.0,0.9101545058762496,0.4323264198266803,12815.0,Stratus,0.0077653171849122555
6093,1986-09-07,18.0,32.0,924.0,SouthWest,10.432598584416885,77.0,0.8161098971392677,0.3557262427374805,13296.0,Cirrostratus,0.005525192571911169
6094,1986-09-08,17.0,30.0,989.0,NorthEast,17.399414968656824,78.0,0.8164119515596389,0.3663082687343957,13364.0,Lenticular Clouds,0.007686621659014394
6095,1986-09-09,18.0,30.0,878.0,SouthEast,17.807466596012986,94.0,0.932701523147971,0.3083491843179821,13443.0,Lenticular Clouds,0.022313725305697106
6096,1986-09-10,18.0,31.0,880.0,SouthEast,16.04636856923564,78.0,0.9127483893851156,0.42999112873237455,12860.0,Lenticular Clouds,0.0032451225345002136
6097,1986-09-11,17.0,33.0,972.0,NorthWest,9.410415414477786,87.0,0.9512041981220516,0.24900645128891374,13465.0,Altostratus,0.007516892375333497
6098,1986-09-12,17.0,31.0,975.0,SouthEast,15.450384245680219,77.0,0.9721097234305461,0.3552807957704118,12989.0,Cirrus,0.008113518528115345
6099,1986-09-13,18.0,32.0,991.0,SouthWest,15.05547644851789,82.0,0.874804597407603,0.33060819588327034,12827.0,Nimbostratus,0.01267026712401118
6100,1986-09-14,18.0,30.0,934.0,NorthEast,13.89446865279061,83.0,0.7798501699850033,0.2769014005067093,12397.0,Cumulonimbus,0.0048630369665379584
6101,1986-09-15,17.0,32.0,932.0,NorthWest,12.382245982724472,99.0,0.8273146370170953,0.3583286232721746,12164.0,Cumulonimbus,0.010179080898414907
6102,1986-09-16,18.0,33.0,900.0,SouthEast,18.175761236888654,83.0,0.7870159769459458,0.3455811598138035,12747.0,Contrails,0.0021927573403030657
6103,1986-09-17,18.0,30.0,905.0,NorthEast,17.757314304740895,86.0,0.9831228127309551,0.2716171266831568,13292.0,Stratocumulus,0.013493241752949144
6104,1986-09-18,18.0,32.0,949.0,SouthWest,18.59522905226627,81.0,0.8828749714479762,0.40044521733952043,13392.0,Altostratus,0.004501183812213069
6105,1986-09-19,17.0,31.0,966.0,SouthEast,15.33858250332276,79.0,0.8624384375463963,0.4344676671585055,13531.0,Altocumulus,0.005441199923444704
6106,1986-09-20,17.0,32.0,907.0,SouthWest,11.878384640050685,85.0,0.9224790326634771,0.2800510120320123,13153.0,Cirrocumulus,0.006355915569069405
6107,1986-09-21,18.0,29.0,972.0,SouthWest,10.947724748341143,98.0,0.9390107545704969,0.3640713299080924,13076.0,Mammatus Clouds,0.006638659560594028
6108,1986-09-22,17.0,29.0,880.0,SouthEast,9.988957049153049,78.0,0.9797218570556243,0.36215087342142044,13476.0,Nimbostratus,0.012330953847193876
6109,1986-09-23,17.0,30.0,944.0,SouthWest,12.690904035861072,97.0,0.9948482346605945,0.25133750209573735,12765.0,Cumulonimbus,0.002562598067878965
6110,1986-09-24,18.0,31.0,899.0,SouthWest,10.702195155411362,89.0,0.9434151691931287,0.3887945010596906,13524.0,Altostratus,0.009084083286285958
6111,1986-09-25,19.0,30.0,933.0,NorthEast,18.84396384507245,96.0,0.9670681787786937,0.2557487233833376,12415.0,Contrails,0.0011467294013990416
6112,1986-09-26,19.0,31.0,884.0,NorthEast,12.935770967621966,94.0,0.8218573697185425,0.3895753920794189,12231.0,Stratocumulus,0.005013423686971163
6113,1986-09-27,17.0,30.0,991.0,NorthEast,15.54442550271492,81.0,0.8058650197278302,0.409920217163577,12178.0,Stratus,0.010815440031993445
6114,1986-09-28,17.0,31.0,915.0,SouthEast,16.06345323995992,83.0,0.9224518915771328,0.4515000236699223,13279.0,Contrails,0.0005253175393103533
6115,1986-09-29,19.0,30.0,930.0,SouthEast,15.514720466453344,100.0,0.969494189017326,0.39936871219865167,13548.0,Lenticular Clouds,0.010768200497909525
6116,1986-09-30,18.0,30.0,972.0,SouthWest,15.862862443000509,89.0,0.8904513063583318,0.42056754094253096,12969.0,Stratocumulus,0.002087424286475542
6117,1986-10-01,18.0,31.0,943.0,SouthEast,11.677657535868809,76.0,0.8602052265639754,0.3542698137791997,13002.0,Stratocumulus,0.005338506698931012
6118,1986-10-02,17.0,33.0,893.0,SouthEast,16.215283235035898,93.0,0.9050896448140258,0.4193936793804244,12710.0,Cumulonimbus,0.02100789639431118
6119,1986-10-03,18.0,30.0,885.0,NorthWest,17.070194059772366,76.0,0.8459897641521856,0.25520286242854645,12746.0,Cumulonimbus,0.004515425415771858
6120,1986-10-04,17.0,33.0,929.0,NorthEast,19.16024816190058,96.0,0.7883309216051544,0.32098385581488315,12158.0,Stratocumulus,7.962673845863159e-05
6121,1986-10-05,17.0,30.0,921.0,SouthEast,17.273537017705152,88.0,0.9554699296975411,0.41452438162183103,13254.0,Mammatus Clouds,0.007399892829742803
6122,1986-10-06,19.0,32.0,932.0,SouthEast,14.022512850936119,97.0,0.9962780165253734,0.46819050289701974,12578.0,Contrails,0.0006747135366792798
6123,1986-10-07,19.0,30.0,912.0,NorthWest,8.543578993270465,97.0,0.7882834099714867,0.41486315054028877,12388.0,Altostratus,0.00790491815537012
6124,1986-10-08,17.0,30.0,930.0,NorthWest,16.774517628954463,96.0,0.8388906533777925,0.29210344897365526,12601.0,Stratus,0.002528338553101295
6125,1986-10-09,17.0,30.0,975.0,SouthWest,14.993142809051717,85.0,0.8551144335454259,0.3614523393147272,12678.0,Nimbostratus,0.011531635455111064
6126,1986-10-10,18.0,30.0,884.0,NorthEast,15.227926777939272,78.0,0.9726448056504068,0.30146703508026523,12570.0,Altocumulus,0.006808938039615935
6127,1986-10-11,17.0,33.0,893.0,SouthWest,10.878478139213092,96.0,0.9931681953212379,0.4387063482707596,12689.0,Cumulonimbus,0.005795046896262208
6128,1986-10-12,17.0,32.0,916.0,SouthEast,15.420794850553644,94.0,0.8782967486777393,0.4211261627152614,12798.0,Cumulonimbus,0.010555327794025592
6129,1986-10-13,17.0,30.0,981.0,SouthWest,15.682394870433255,99.0,0.9049739826249347,0.28628802563033623,12033.0,Cirrostratus,0.010592700935770446
6130,1986-10-14,18.0,32.0,981.0,NorthEast,11.946112707863891,88.0,0.9975547926661843,0.3214990107471736,12813.0,Cirrostratus,0.0011455319949043275
6131,1986-10-15,17.0,30.0,946.0,NorthWest,12.298853569756632,82.0,0.930744935012396,0.4286511406953198,12194.0,Mammatus Clouds,0.011634546505579796
6132,1986-10-16,19.0,32.0,887.0,NorthWest,16.9407522363145,77.0,0.830916058475515,0.3249573331593324,12907.0,Mammatus Clouds,0.00470293196231243
6133,1986-10-17,18.0,32.0,957.0,SouthEast,18.905288616957943,93.0,0.8230925549527991,0.4795868093935183,13172.0,Mammatus Clouds,0.0036352109433122424
6134,1986-10-18,18.0,32.0,923.0,SouthWest,14.503637836638072,86.0,0.8120563363213154,0.4175943710526674,13002.0,Cumulonimbus,0.009840154273541303
6135,1986-10-19,19.0,30.0,999.0,SouthEast,12.557452497998904,80.0,0.9879108666610061,0.31808496860499397,12760.0,Altostratus,0.013406970379169726
6136,1986-10-20,18.0,31.0,893.0,NorthWest,12.460706555742833,91.0,0.9823458102588966,0.41951638461851337,12224.0,Cirrus,0.008232258283244715
6137,1986-10-21,17.0,31.0,897.0,NorthEast,13.932943401492825,95.0,0.8007815333691307,0.27062854348870513,13443.0,Nimbostratus,0.003412344125074055
6138,1986-10-22,18.0,32.0,994.0,NorthWest,13.741876445831057,80.0,0.8817718632725087,0.4092816949084484,12767.0,Cirrostratus,0.0037097592072144357
6139,1986-10-23,18.0,31.0,883.0,NorthWest,18.147836079048606,92.0,0.876110227589761,0.30200874586522064,13201.0,Cumulonimbus,0.018708042652789397
6140,1986-10-24,19.0,30.0,971.0,NorthWest,8.491676647865166,91.0,0.7872293997449175,0.3485516675869521,12469.0,Altocumulus,0.010105462477502438
6141,1986-10-25,17.0,32.0,985.0,NorthEast,18.087372464429258,88.0,0.9874691626068975,0.3952703583809981,12273.0,Altostratus,0.0043938934252865216
6142,1986-10-26,19.0,31.0,971.0,NorthWest,18.899298429636335,83.0,0.8898093769332078,0.34403326869092227,13025.0,Cirrocumulus,0.005160662495822548
6143,1986-10-27,17.0,30.0,983.0,SouthWest,10.53756071933347,85.0,0.9029571043236178,0.28725445770470387,13149.0,Cumulonimbus,0.007455973905078572
6144,1986-10-28,19.0,30.0,914.0,SouthEast,17.5282677692881,95.0,0.8346029178756867,0.3233945915082394,13246.0,Cumulus: Fluffy,0.0012415960702371121
6145,1986-10-29,18.0,30.0,960.0,NorthWest,13.934233434057754,96.0,0.7767841736758866,0.3357387873290678,12804.0,Lenticular Clouds,0.004612816911441472
6146,1986-10-30,18.0,32.0,966.0,NorthEast,8.665627666541925,79.0,0.8334463316445273,0.3484485849017962,12215.0,Cumulus: Fluffy,0.0002501286671195179
6147,1986-10-31,17.0,32.0,997.0,SouthEast,17.20379752416926,98.0,0.8225230695303688,0.48478511880927827,12172.0,Altocumulus,0.0039358029658174976
6148,1986-11-01,17.0,30.0,883.0,SouthWest,12.56196595831882,94.0,0.8952731594051294,0.3661163360363783,13159.0,Cirrostratus,0.009396956245889067
6149,1986-11-02,18.0,31.0,893.0,SouthEast,14.893067573856632,77.0,0.8668977547815091,0.4086313498688892,12030.0,Stratocumulus,0.018230775213899143
6150,1986-11-03,17.0,30.0,968.0,NorthEast,16.543282957362653,81.0,0.8281743365448914,0.41704596482471123,12096.0,Altostratus,0.0036170560625098623
6151,1986-11-04,18.0,32.0,977.0,NorthWest,15.130310236717259,89.0,0.9422142413177559,0.32509791710105634,13042.0,Stratocumulus,0.009338982667625211
6152,1986-11-05,18.0,31.0,951.0,NorthWest,11.152878307948397,76.0,0.995794291100628,0.4142803789831024,13244.0,Cumulus: Fluffy,0.014010861308034748
6153,1986-11-06,19.0,31.0,942.0,NorthEast,8.290066780510346,96.0,0.920411698738099,0.34095906563598627,12394.0,Cirrocumulus,0.015159180233835065
6154,1986-11-07,18.0,31.0,945.0,SouthWest,10.726752474336475,78.0,0.9109346447406595,0.4852857321299396,13417.0,Cirrostratus,0.017077068106290717
6155,1986-11-08,17.0,30.0,973.0,SouthWest,10.947797459938872,100.0,0.9896606058486468,0.4089393321837733,12686.0,Nimbostratus,0.006836280399262347
6156,1986-11-09,18.0,32.0,999.0,NorthEast,18.45903214204217,83.0,0.8179903984981358,0.3656391412108137,13161.0,Altostratus,0.009172626656948747
6157,1986-11-10,18.0,31.0,990.0,SouthEast,13.939060754375856,81.0,0.930831198938576,0.38257685010167375,12292.0,Mammatus Clouds,0.0010554961302761876
6158,1986-11-11,18.0,32.0,999.0,NorthEast,13.55120615920221,85.0,0.9732691562870713,0.29165024861985056,12633.0,Stratocumulus,0.012143359452860871
6159,1986-11-12,19.0,30.0,900.0,SouthEast,18.37786798394156,79.0,0.9546247627687977,0.335947065002445,12519.0,Stratocumulus,0.012357970988241155
6160,1986-11-13,19.0,33.0,914.0,SouthEast,18.108368012216005,88.0,0.8401780151554582,0.32954787333074403,12936.0,Cirrus,0.008426800125634439
6161,1986-11-14,18.0,32.0,890.0,NorthEast,8.958787047445234,98.0,0.9879045491549504,0.4294498243117916,12728.0,Altocumulus,0.011373990744411849
6162,1986-11-15,17.0,31.0,880.0,NorthEast,10.282706061307119,77.0,0.8338480574574523,0.2742977090104062,13167.0,Mammatus Clouds,0.019320506483717217
6163,1986-11-16,18.0,31.0,991.0,SouthEast,18.25386366398178,95.0,0.9974450728625902,0.2791493892348392,12627.0,Nimbostratus,0.009622338097256067
6164,1986-11-17,18.0,31.0,999.0,NorthEast,13.491148419380748,88.0,0.860596480444199,0.3201653861811914,13229.0,Altocumulus,0.013161982922358196
6165,1986-11-18,18.0,31.0,924.0,SouthEast,14.206248501317276,79.0,0.8244334950872368,0.3958329593965391,12772.0,Stratocumulus,0.0013442510125739203
6166,1986-11-19,18.0,30.0,993.0,NorthEast,18.271129306210184,80.0,0.8613828393990494,0.35568374523909846,12861.0,Stratus,0.006871734465177646
6167,1986-11-20,19.0,30.0,946.0,NorthWest,11.140602958548769,87.0,0.9811808574004204,0.45026879469950987,12889.0,Altocumulus,0.008723769162496143
6168,1986-11-21,18.0,32.0,880.0,SouthWest,16.783070561740928,81.0,0.9792625249552703,0.4736948445223789,13244.0,Altocumulus,0.007264093259656653
6169,1986-11-22,18.0,31.0,898.0,NorthWest,17.39586252121109,91.0,0.885799258920834,0.3124706084860615,12928.0,Nimbostratus,0.012275815724363034
6170,1986-11-23,18.0,32.0,929.0,NorthEast,9.367738871542771,80.0,0.8926722076279815,0.47718169929150994,12903.0,Cirrus,0.012173208594504412
6171,1986-11-24,19.0,32.0,909.0,SouthWest,14.398640404141455,98.0,0.8125978140875852,0.47612774957098153,11916.0,Stratus,0.001808155531910075
6172,1986-11-25,18.0,30.0,943.0,NorthEast,18.623221452693002,87.0,0.8314015142738577,0.2858679202631314,12306.0,Stratus,0.007200739181588552
6173,1986-11-26,17.0,31.0,937.0,NorthWest,10.58446412601279,96.0,0.956617569448522,0.31360889287641436,11921.0,Contrails,0.0048779724979099714
6174,1986-11-27,18.0,30.0,892.0,NorthEast,15.590844310082531,94.0,0.9376115494278403,0.38654478426107197,12547.0,Lenticular Clouds,0.005805873400187787
6175,1986-11-28,19.0,32.0,960.0,SouthWest,14.504664928068545,79.0,0.8913810814237193,0.2918781290859581,12173.0,Altocumulus,0.008639523666995937
6176,1986-11-29,19.0,31.0,975.0,SouthWest,14.427562328970602,85.0,0.8585323857080001,0.3039288674289967,12452.0,Nimbostratus,0.013807647325136577
6177,1986-11-30,17.0,30.0,913.0,NorthWest,16.158130151611548,95.0,0.9468948748787254,0.33569512668434254,13352.0,Lenticular Clouds,0.006088592529263736
6178,1986-12-01,18.0,30.0,922.0,NorthEast,9.740090856694733,98.0,0.9098170092744469,0.3184168608437024,12404.0,Altocumulus,0.007608358305362681
6179,1986-12-02,19.0,30.0,994.0,SouthEast,11.662210394336268,87.0,0.9349564595481267,0.4133705139976173,13199.0,Cirrocumulus,0.0019829295475254174
6180,1986-12-03,18.0,32.0,973.0,SouthWest,10.688079371245783,84.0,0.9629294011125126,0.37039860316096324,12293.0,Cirrostratus,0.0027757370305153514
6181,1986-12-04,19.0,33.0,879.0,SouthEast,14.314580617383132,88.0,0.9563629478622969,0.3187455110401956,11884.0,Cumulus: Fluffy,0.014953269672198845
6182,1986-12-05,18.0,33.0,983.0,NorthWest,12.294127921476793,78.0,0.9410961576180136,0.40948425968447616,12261.0,Lenticular Clouds,0.009239595050719475
6183,1986-12-06,17.0,30.0,980.0,NorthEast,11.51614248348438,94.0,0.9334640265439644,0.38665604336933396,12165.0,Altocumulus,0.003435310083937692
6184,1986-12-07,17.0,32.0,934.0,SouthEast,12.793652610364163,93.0,0.8444406327056401,0.4905077751344325,11885.0,Stratocumulus,0.01216822035622791
6185,1986-12-08,17.0,31.0,927.0,NorthWest,9.422729707702661,93.0,0.9860106109749406,0.347613435927375,12465.0,Contrails,0.0144109060392302
6186,1986-12-09,19.0,30.0,921.0,NorthWest,11.101765307716336,83.0,0.8065497582039748,0.43474358762459836,12325.0,Cirrus,0.007739256986017966
6187,1986-12-10,18.0,32.0,989.0,NorthWest,17.62868803252866,82.0,0.8556568676024734,0.42297323910535234,12082.0,Stratus,0.00039192243004622005
6188,1986-12-11,18.0,32.0,978.0,NorthWest,9.326794245565628,92.0,0.9342960161874975,0.3099982549237421,13126.0,Lenticular Clouds,0.003789524832608178
6189,1986-12-12,18.0,31.0,918.0,NorthEast,12.674636387577829,100.0,0.9720807399812336,0.3028050370280442,13221.0,Cumulus: Fluffy,0.013043374523724996
6190,1986-12-13,17.0,32.0,983.0,NorthEast,8.045341109054581,97.0,0.8634332598846659,0.3222917709796517,12499.0,Altostratus,0.015776038159093602
6191,1986-12-14,19.0,30.0,985.0,NorthWest,10.499273099967764,100.0,0.8939463519319295,0.33428934746552535,12724.0,Contrails,0.007938057907697386
6192,1986-12-15,19.0,31.0,952.0,NorthEast,13.891468783813394,78.0,0.9740187279176434,0.3615446146406036,12085.0,Nimbostratus,0.006384772298758981
6193,1986-12-16,18.0,32.0,972.0,SouthEast,14.024720262238224,90.0,0.9404787408270081,0.3293293642343209,12974.0,Contrails,0.010245503473648191
6194,1986-12-17,18.0,33.0,999.0,NorthWest,10.511743197004042,84.0,0.8476681347518815,0.42352727710314986,11979.0,Cirrostratus,0.008866096081492114
6195,1986-12-18,18.0,31.0,924.0,SouthEast,10.202951758332649,85.0,0.9386429607272953,0.33466895250869444,13217.0,Stratocumulus,0.0008576872197243214
6196,1986-12-19,19.0,31.0,920.0,SouthEast,8.651746786272415,93.0,0.9818971339403528,0.4898053328654843,12948.0,Stratus,0.008865671532340347
6197,1986-12-20,17.0,31.0,948.0,SouthEast,13.218029859760449,98.0,0.9894825395135489,0.44271044054792236,12757.0,Lenticular Clouds,0.008313842499388553
6198,1986-12-21,17.0,32.0,959.0,SouthEast,8.053390999688308,84.0,0.892633727303229,0.46577176816780835,12003.0,Altostratus,0.0085492414817297
6199,1986-12-22,18.0,33.0,953.0,NorthWest,15.375856392862056,77.0,0.9243526305293299,0.3406382524151291,12832.0,Nimbostratus,0.01131525486140966
6200,1986-12-23,17.0,31.0,915.0,SouthWest,10.881513239273355,90.0,0.8698545370038403,0.3228973150425369,12676.0,Stratus,0.009227832251042593
6201,1986-12-24,17.0,30.0,981.0,SouthWest,15.789071479299606,95.0,0.9985217206070848,0.4387127272705108,12509.0,Cumulus: Fluffy,0.01043438879643455
6202,1986-12-25,17.0,30.0,902.0,NorthEast,9.908430739569612,86.0,0.8093050754994087,0.34392067776181895,13122.0,Contrails,0.01762739189484839
6203,1986-12-26,18.0,31.0,883.0,NorthEast,7.897714115431918,82.0,0.9449902118208603,0.4019060801037965,12572.0,Nimbostratus,0.0037962994856964452
6204,1986-12-27,19.0,30.0,988.0,SouthEast,16.41463759462517,90.0,0.977089006177133,0.3377572799824455,11834.0,Nimbostratus,0.00696913180147457
6205,1986-12-28,17.0,32.0,972.0,SouthWest,16.799137683132894,82.0,0.8840222632680494,0.3946596601324456,12922.0,Cirrocumulus,0.010248353651201109
6206,1986-12-29,19.0,30.0,971.0,SouthWest,9.933597087080965,75.0,0.8999145877878753,0.4709672528282106,12598.0,Cirrostratus,0.009103034603562581
6207,1986-12-30,18.0,30.0,943.0,SouthWest,14.714235568030174,100.0,0.9702829811164368,0.39610582505657244,11846.0,Altostratus,0.0017160809746233757
6208,1986-12-31,17.0,30.0,927.0,NorthEast,10.91511359859872,90.0,0.964289770028224,0.5080326130128864,13216.0,Cumulonimbus,0.003744283135355646
6209,1987-01-01,17.0,30.0,961.0,SouthWest,15.288841412908951,78.0,0.970534730202304,0.3596829348090521,12819.0,Cirrocumulus,0.008683889423064618
6210,1987-01-02,18.0,30.0,965.0,SouthEast,16.334261142812615,85.0,0.885204771426592,0.4485945705890287,11786.0,Cumulus: Fluffy,0.0003715750943810816
6211,1987-01-03,18.0,30.0,966.0,NorthWest,14.395656244153539,100.0,0.8815533302066362,0.31511010386699967,13249.0,Stratus,0.01347638940763413
6212,1987-01-04,18.0,31.0,969.0,NorthWest,16.71593151293027,82.0,0.9879254786022712,0.34332719396677874,13111.0,Cumulus: Fluffy,0.0014352270778699846
6213,1987-01-05,17.0,30.0,900.0,NorthEast,8.63548255798815,98.0,0.9169081547592058,0.36971471794355343,12493.0,Cirrus,0.011523574868782967
6214,1987-01-06,18.0,31.0,958.0,NorthWest,8.900439385703434,89.0,0.8005714391114498,0.47349755736136034,11766.0,Cumulonimbus,0.004396655047156374
6215,1987-01-07,17.0,31.0,967.0,SouthEast,13.414769571504445,90.0,0.9411085855218725,0.41591575871029,12841.0,Cirrostratus,0.004299549367711812
6216,1987-01-08,17.0,32.0,906.0,SouthEast,11.041951282812095,76.0,0.8809950218936412,0.4807334904917109,11834.0,Altostratus,0.012969416077815325
6217,1987-01-09,19.0,30.0,888.0,NorthEast,7.615204780060567,87.0,0.9546598831269161,0.5074682836470654,12542.0,Cumulonimbus,0.007165976054556966
