,Date,Average Duration,No. of devices,No. of browsers,No. of sites visited,Download GB,Upload GB,E-commerce Visits,Social Media Visits,Peak Bandwidth Time
659,2016-10-21,9.0,101.0,2988.0,201.0,8045.0,9160.0,11416.0,10829.168409760323,7.0
660,2016-10-22,13.0,101.0,2973.0,201.0,7121.0,9206.0,12175.0,11384.37306336094,12.0
661,2016-10-23,13.0,101.0,3425.0,201.0,7433.0,9697.0,11805.0,12162.103287048498,12.0
662,2016-10-24,8.0,101.0,2804.0,201.0,7822.0,9092.0,11273.0,11907.005075088146,10.0
663,2016-10-25,2.0,101.0,3674.0,201.0,6851.0,8519.0,10654.0,11376.01692600016,7.0
664,2016-10-26,3.0,101.0,3865.0,201.0,8082.0,9784.0,12169.0,10976.276191077612,3.0
665,2016-10-27,6.0,101.0,2785.0,201.0,7626.0,9729.0,11876.0,11929.78658159704,13.0
666,2016-10-28,9.0,101.0,3275.0,201.0,6744.0,8918.0,10961.0,10716.774140838825,5.0
667,2016-10-29,9.0,101.0,3337.0,201.0,6801.0,9307.0,11455.0,10889.579917907842,8.0
668,2016-10-30,8.0,101.0,3679.0,201.0,6984.0,8824.0,10681.0,11034.521786519315,7.0
669,2016-10-31,4.0,101.0,2830.0,201.0,7141.0,8472.0,11882.0,10816.007087960272,3.0
670,2016-11-01,12.0,101.0,3860.0,201.0,6777.0,9806.0,11605.0,11497.21625729448,8.0
671,2016-11-02,11.0,101.0,3546.0,201.0,7318.0,7789.0,11630.0,11656.691773204784,10.0
672,2016-11-03,6.0,101.0,3120.0,201.0,7101.0,9255.0,11184.0,11069.168807781423,7.0
673,2016-11-04,12.0,101.0,3922.0,201.0,7539.0,8074.0,11907.0,11768.990975587903,7.0
674,2016-11-05,3.0,101.0,3423.0,201.0,6855.0,7731.0,10631.0,10477.645081339857,9.0
675,2016-11-06,3.0,101.0,3197.0,201.0,7627.0,7960.0,11013.0,11645.921473780129,8.0
676,2016-11-07,8.0,101.0,3073.0,201.0,6736.0,7769.0,10639.0,10433.570656637563,12.0
677,2016-11-08,13.0,101.0,3307.0,201.0,6664.0,9684.0,10412.0,11810.730185565046,12.0
678,2016-11-09,4.0,101.0,3283.0,201.0,6928.0,8006.0,11823.0,10988.076742552208,13.0
679,2016-11-10,9.0,101.0,2529.0,201.0,6806.0,8023.0,11263.0,11695.317633405335,7.0
680,2016-11-11,3.0,101.0,3871.0,201.0,6789.0,8204.0,10894.0,10360.017586978121,7.0
681,2016-11-12,4.0,101.0,2551.0,201.0,7692.0,9278.0,11646.0,10884.427517863884,5.0
682,2016-11-13,3.0,101.0,3383.0,201.0,6534.0,9863.0,11278.0,11331.128089579932,14.0
683,2016-11-14,13.0,101.0,2741.0,201.0,6574.0,7828.0,10822.0,11400.380500632751,13.0
684,2016-11-15,7.0,101.0,3323.0,201.0,7806.0,8981.0,10831.0,10233.055291157894,5.0
685,2016-11-16,3.0,101.0,3775.0,201.0,7115.0,9327.0,10150.0,10469.178149974108,4.0
686,2016-11-17,10.0,101.0,2690.0,201.0,6884.0,9690.0,10780.0,11012.36988981322,1.0
687,2016-11-18,8.0,101.0,2489.0,201.0,6557.0,8763.0,10351.0,10482.753869945513,6.0
688,2016-11-19,7.0,101.0,2876.0,201.0,6399.0,9375.0,11372.0,10229.788691851541,14.0
689,2016-11-20,10.0,101.0,3446.0,201.0,6938.0,8442.0,11218.0,10318.598795216638,9.0
690,2016-11-21,4.0,101.0,3956.0,201.0,7551.0,7747.0,11338.0,10660.28610500422,13.0
691,2016-11-22,6.0,101.0,3787.0,201.0,7828.0,8865.0,10833.0,10712.662609661396,2.0
692,2016-11-23,5.0,101.0,3021.0,201.0,6737.0,9310.0,10143.0,10659.544771941313,5.0
693,2016-11-24,5.0,101.0,3368.0,201.0,7059.0,9407.0,11258.0,10084.137869065507,6.0
694,2016-11-25,4.0,101.0,2490.0,201.0,6337.0,7784.0,10288.0,11235.334063172997,7.0
695,2016-11-26,8.0,101.0,3134.0,201.0,6436.0,8917.0,11540.0,11311.12948768557,5.0
696,2016-11-27,9.0,101.0,2990.0,201.0,7296.0,9687.0,10870.0,11009.662151722348,7.0
697,2016-11-28,3.0,101.0,2872.0,201.0,7541.0,7673.0,10842.0,10045.149484488227,2.0
698,2016-11-29,4.0,101.0,3408.0,201.0,6366.0,8117.0,10089.0,10259.778151178018,10.0
699,2016-11-30,5.0,101.0,3473.0,201.0,6292.0,8787.0,10164.0,10110.055463009558,4.0
700,2016-12-01,10.0,101.0,3716.0,201.0,7506.0,7748.0,10912.0,9983.244148579248,5.0
701,2016-12-02,6.0,101.0,3822.0,201.0,6944.0,8701.0,10203.0,9896.41113281137,9.0
702,2016-12-03,7.0,101.0,3454.0,201.0,6534.0,8098.0,11319.0,10255.972240914867,7.0
703,2016-12-04,10.0,101.0,3613.0,201.0,7325.0,9813.0,10144.0,11149.305918288235,10.0
704,2016-12-05,4.0,101.0,2545.0,201.0,6540.0,9579.0,11256.0,10069.536672080365,6.0
705,2016-12-06,7.0,101.0,2958.0,201.0,7403.0,9789.0,10417.0,10438.825911786458,1.0
706,2016-12-07,9.0,101.0,2374.0,201.0,7076.0,7978.0,10065.0,10289.994831878143,7.0
707,2016-12-08,13.0,101.0,2779.0,201.0,6988.0,7929.0,11280.0,9829.408372787197,5.0
708,2016-12-09,6.0,101.0,3942.0,201.0,7136.0,9352.0,11266.0,10773.151687411842,6.0
709,2016-12-10,11.0,101.0,3529.0,201.0,7478.0,7734.0,10943.0,11066.892870535208,9.0
710,2016-12-11,9.0,101.0,3171.0,201.0,6833.0,9105.0,10486.0,10015.63158025584,6.0
711,2016-12-12,10.0,101.0,3397.0,201.0,6387.0,7697.0,9831.0,9877.705360687987,6.0
712,2016-12-13,10.0,101.0,2708.0,201.0,7117.0,8195.0,10141.0,9701.954447117616,8.0
713,2016-12-14,13.0,101.0,2993.0,201.0,6722.0,8153.0,10361.0,10610.646185906264,1.0
714,2016-12-15,5.0,101.0,2812.0,201.0,6188.0,9182.0,9547.0,10870.572747816046,12.0
715,2016-12-16,2.0,101.0,3082.0,201.0,6212.0,8687.0,10738.0,10238.892175661453,3.0
716,2016-12-17,5.0,101.0,3110.0,201.0,7021.0,8899.0,9498.0,10621.434932132295,6.0
717,2016-12-18,2.0,101.0,3003.0,201.0,7249.0,8379.0,10783.0,10155.939344326356,12.0
718,2016-12-19,10.0,101.0,3471.0,201.0,6560.0,9069.0,10346.0,10330.445112583046,7.0
719,2016-12-20,11.0,101.0,2521.0,201.0,6390.0,8871.0,10765.0,10883.736043509261,12.0
720,2016-12-21,13.0,101.0,2839.0,201.0,7150.0,7802.0,10761.0,9448.177442153234,7.0
721,2016-12-22,7.0,101.0,3070.0,201.0,6024.0,7959.0,9609.0,10029.046033846544,7.0
722,2016-12-23,8.0,101.0,2838.0,201.0,7291.0,7828.0,10838.0,9630.276633779325,10.0
723,2016-12-24,5.0,101.0,3316.0,201.0,7092.0,8700.0,10854.0,10678.203071579026,8.0
724,2016-12-25,3.0,101.0,3001.0,201.0,6333.0,7637.0,9348.0,9488.643318427698,10.0
725,2016-12-26,11.0,101.0,2586.0,201.0,7059.0,8229.0,10626.0,10505.524563352237,1.0
726,2016-12-27,3.0,101.0,3668.0,201.0,7068.0,9773.0,10398.0,10396.883556027184,8.0
727,2016-12-28,11.0,101.0,2865.0,201.0,6801.0,8001.0,9610.0,9688.47093519328,1.0
728,2016-12-29,12.0,101.0,2743.0,201.0,6940.0,9393.0,9702.0,9356.131381956802,7.0
729,2016-12-30,7.0,101.0,2335.0,201.0,6920.0,9923.0,10101.0,9744.670578965503,3.0
730,2016-12-31,12.0,101.0,2928.0,201.0,6328.0,9635.0,10536.0,10220.50701815683,7.0
731,2017-01-01,6.0,101.0,3398.0,201.0,6161.0,8434.0,9582.0,9316.97271954274,9.0
732,2017-01-02,4.0,101.0,3021.0,201.0,6797.0,9331.0,9081.0,9757.876972662034,14.0
733,2017-01-03,9.0,101.0,3800.0,201.0,6555.0,9376.0,9824.0,10181.236909877493,7.0
734,2017-01-04,6.0,101.0,2617.0,201.0,6688.0,7946.0,9626.0,10470.06695133917,5.0
735,2017-01-05,9.0,101.0,2524.0,201.0,6735.0,8566.0,9324.0,9677.758696759567,9.0
736,2017-01-06,7.0,101.0,3710.0,201.0,6733.0,9434.0,10196.0,10100.131159180397,8.0
737,2017-01-07,8.0,101.0,2786.0,201.0,6615.0,9114.0,10299.0,10127.596575104993,2.0
738,2017-01-08,13.0,101.0,2598.0,201.0,7156.0,9930.0,9017.0,9855.442205727888,7.0
739,2017-01-09,8.0,101.0,2719.0,201.0,6401.0,7949.0,9896.0,10330.020350436247,8.0
740,2017-01-10,12.0,101.0,2975.0,201.0,6077.0,9510.0,10081.0,10084.783441119353,11.0
741,2017-01-11,3.0,101.0,2799.0,201.0,6519.0,8225.0,9264.0,9501.20517953402,9.0
742,2017-01-12,2.0,101.0,2500.0,201.0,7108.0,9322.0,8890.0,9692.423299111158,5.0
743,2017-01-13,9.0,101.0,2794.0,201.0,6879.0,7895.0,10502.0,9378.341434890655,6.0
744,2017-01-14,8.0,101.0,3077.0,201.0,5685.0,8640.0,9056.0,9395.546966194646,8.0
745,2017-01-15,11.0,101.0,2787.0,201.0,6568.0,8604.0,9550.0,9907.20895932536,8.0
746,2017-01-16,11.0,101.0,3619.0,201.0,6526.0,8426.0,8751.0,10155.922727590721,6.0
747,2017-01-17,13.0,101.0,3690.0,201.0,6210.0,9211.0,9491.0,9030.791969000706,6.0
748,2017-01-18,9.0,101.0,3348.0,201.0,6824.0,7913.0,10377.0,9729.46723789789,3.0
749,2017-01-19,5.0,101.0,3714.0,201.0,5914.0,8260.0,9112.0,9231.24670259219,7.0
750,2017-01-20,11.0,101.0,3686.0,201.0,5840.0,7787.0,9077.0,9688.930787138128,1.0
751,2017-01-21,6.0,101.0,3771.0,201.0,5531.0,8632.0,9950.0,9885.710863714927,9.0
752,2017-01-22,9.0,101.0,3700.0,201.0,6963.0,7656.0,10199.0,9445.947656229411,4.0
753,2017-01-23,9.0,101.0,2438.0,201.0,6138.0,8985.0,10265.0,9519.627111625668,3.0
754,2017-01-24,7.0,101.0,3255.0,201.0,6346.0,9020.0,9902.0,9241.466533595929,1.0
755,2017-01-25,4.0,101.0,3880.0,201.0,5638.0,9931.0,9867.0,9982.141203306588,6.0
756,2017-01-26,7.0,101.0,3871.0,201.0,6812.0,8866.0,8924.0,8927.256453535916,8.0
757,2017-01-27,12.0,101.0,3860.0,201.0,6136.0,8884.0,8949.0,8745.437256380772,1.0
758,2017-01-28,9.0,101.0,3987.0,201.0,6141.0,9529.0,9609.0,9829.13373479113,10.0
759,2017-01-29,2.0,101.0,3680.0,201.0,6204.0,8036.0,8536.0,9818.62223927559,8.0
760,2017-01-30,8.0,101.0,3940.0,201.0,5401.0,9512.0,9107.0,9745.237218105027,6.0
761,2017-01-31,3.0,101.0,2396.0,201.0,6796.0,8136.0,8718.0,9687.022161530103,8.0
762,2017-02-01,13.0,101.0,3259.0,201.0,6252.0,9827.0,8509.0,8590.917347042485,6.0
763,2017-02-02,13.0,101.0,2924.0,201.0,5595.0,9580.0,8402.0,8470.637035394462,3.0
764,2017-02-03,10.0,101.0,3942.0,201.0,5862.0,8206.0,9143.0,9915.20892992593,5.0
765,2017-02-04,6.0,101.0,2377.0,201.0,5898.0,8872.0,8675.0,9576.785450087857,8.0
766,2017-02-05,6.0,101.0,2771.0,201.0,6258.0,8829.0,8494.0,9797.637007495647,12.0
767,2017-02-06,12.0,101.0,2838.0,201.0,6138.0,8244.0,8321.0,8520.378586969862,8.0
768,2017-02-07,4.0,101.0,2547.0,201.0,6752.0,8335.0,9444.0,9517.483825204277,9.0
769,2017-02-08,9.0,101.0,2400.0,201.0,5326.0,8736.0,9514.0,8464.430609877498,3.0
770,2017-02-09,7.0,101.0,2566.0,201.0,6610.0,7912.0,8790.0,9161.34811066508,1.0
771,2017-02-10,2.0,101.0,3456.0,201.0,5632.0,7967.0,8570.0,8308.319602692289,3.0
772,2017-02-11,3.0,101.0,3041.0,201.0,6513.0,7718.0,9703.0,9419.737634195972,8.0
773,2017-02-12,12.0,101.0,2932.0,201.0,5690.0,7890.0,8241.0,8452.4093415967,2.0
774,2017-02-13,12.0,101.0,2777.0,201.0,5298.0,8163.0,9242.0,8640.14346835619,1.0
775,2017-02-14,12.0,101.0,3511.0,201.0,5205.0,8536.0,8784.0,8724.455045268169,1.0
776,2017-02-15,5.0,101.0,3799.0,201.0,6395.0,9099.0,9070.0,8854.891455705165,3.0
777,2017-02-16,5.0,101.0,2681.0,201.0,5239.0,7966.0,9348.0,9229.403335987565,6.0
778,2017-02-17,9.0,101.0,3956.0,201.0,5807.0,7890.0,8640.0,8237.07909613572,1.0
779,2017-02-18,8.0,101.0,2968.0,201.0,5148.0,8681.0,8866.0,8414.41130414277,5.0
780,2017-02-19,13.0,101.0,3633.0,201.0,6504.0,8513.0,8203.0,8388.13807606652,2.0
781,2017-02-20,9.0,101.0,3291.0,201.0,5386.0,9522.0,8266.0,8594.26082902694,2.0
782,2017-02-21,3.0,101.0,3289.0,201.0,6174.0,9617.0,8888.0,8803.858074421843,9.0
783,2017-02-22,11.0,101.0,3593.0,201.0,6160.0,8882.0,8828.0,9203.01340043811,9.0
784,2017-02-23,11.0,101.0,3347.0,201.0,5270.0,8884.0,8739.0,8507.493961765605,4.0
785,2017-02-24,2.0,101.0,2959.0,201.0,6506.0,9427.0,8542.0,8894.22676182062,1.0
786,2017-02-25,12.0,101.0,2354.0,201.0,6419.0,8995.0,8097.0,9278.452632474218,7.0
787,2017-02-26,2.0,101.0,2760.0,201.0,6396.0,9393.0,8394.0,8705.546564201893,1.0
788,2017-02-27,11.0,101.0,3364.0,201.0,5994.0,9555.0,8230.0,8897.094755851074,3.0
789,2017-02-28,12.0,101.0,3033.0,201.0,4977.0,7721.0,8965.0,9282.876939279382,4.0
790,2017-03-01,11.0,101.0,3290.0,201.0,6118.0,8783.0,9290.0,8394.945702733636,1.0
791,2017-03-02,9.0,101.0,3032.0,201.0,5298.0,9509.0,9281.0,8564.639321487508,2.0
792,2017-03-03,5.0,101.0,3502.0,201.0,5013.0,8020.0,8787.0,8420.219598485062,3.0
793,2017-03-04,8.0,101.0,2744.0,201.0,5853.0,8173.0,7793.0,8477.433362856227,2.0
794,2017-03-05,4.0,101.0,3990.0,201.0,6112.0,7968.0,8108.0,8301.854940011894,3.0
795,2017-03-06,12.0,101.0,3422.0,201.0,6072.0,9028.0,8302.0,8733.94499111443,2.0
796,2017-03-07,3.0,101.0,3153.0,201.0,6043.0,9208.0,9217.0,8597.196702914032,7.0
797,2017-03-08,6.0,101.0,2464.0,201.0,5893.0,9115.0,8797.0,8840.839540754483,7.0
798,2017-03-09,10.0,101.0,3170.0,201.0,5899.0,9143.0,9210.0,8653.157862762946,1.0
799,2017-03-10,5.0,101.0,3442.0,201.0,4855.0,9258.0,9204.0,8859.849335782626,5.0
800,2017-03-11,9.0,101.0,2418.0,201.0,6166.0,8693.0,8106.0,8277.887505692637,5.0
801,2017-03-12,4.0,101.0,2887.0,201.0,5624.0,8195.0,8578.0,8046.857908067876,3.0
802,2017-03-13,12.0,101.0,2891.0,201.0,5426.0,8939.0,8924.0,8568.834697825034,3.0
803,2017-03-14,9.0,101.0,3316.0,201.0,6033.0,9282.0,8088.0,8045.00130633642,2.0
804,2017-03-15,7.0,101.0,3800.0,201.0,5663.0,8149.0,7631.0,7816.576561010086,3.0
805,2017-03-16,4.0,101.0,2767.0,201.0,5325.0,8366.0,8154.0,7933.29159765506,8.0
806,2017-03-17,11.0,101.0,3832.0,201.0,4914.0,8967.0,8671.0,8433.977249811749,7.0
807,2017-03-18,3.0,101.0,3446.0,201.0,6015.0,9180.0,8986.0,7853.148485538526,3.0
808,2017-03-19,4.0,101.0,3030.0,201.0,4835.0,8001.0,8753.0,8069.366879340355,7.0
809,2017-03-20,4.0,101.0,3362.0,201.0,5297.0,8056.0,7432.0,8742.75855752539,2.0
810,2017-03-21,8.0,101.0,2444.0,201.0,5124.0,9230.0,7314.0,8131.661271576019,1.0
811,2017-03-22,9.0,101.0,3864.0,201.0,5677.0,9787.0,8530.0,8318.3742403611,2.0
812,2017-03-23,13.0,101.0,2960.0,201.0,6099.0,8596.0,7772.0,7556.452397278439,1.0
813,2017-03-24,3.0,101.0,3666.0,201.0,5478.0,9408.0,8571.0,8176.187815496994,3.0
814,2017-03-25,11.0,101.0,2457.0,201.0,5312.0,8135.0,8255.0,8003.628111248487,2.0
815,2017-03-26,3.0,101.0,2909.0,201.0,5630.0,8390.0,7946.0,8234.904150195636,2.0
816,2017-03-27,6.0,101.0,2762.0,201.0,5064.0,8156.0,7930.0,7651.836737766094,3.0
817,2017-03-28,13.0,101.0,3626.0,201.0,5978.0,9438.0,8550.0,8341.913093194587,5.0
818,2017-03-29,3.0,101.0,3301.0,201.0,5137.0,8601.0,7270.0,8110.88789206431,1.0
819,2017-03-30,5.0,101.0,2340.0,201.0,5844.0,8367.0,7360.0,7769.291235835583,3.0
820,2017-03-31,11.0,101.0,3702.0,201.0,5592.0,9111.0,7266.0,8033.996309567864,9.0
821,2017-04-01,13.0,101.0,3404.0,201.0,5419.0,7803.0,7538.0,8236.013910389287,5.0
822,2017-04-02,2.0,101.0,2902.0,201.0,5522.0,7755.0,7021.0,7601.969493558423,2.0
823,2017-04-03,8.0,101.0,2542.0,201.0,5439.0,9400.0,8332.0,8014.4229647993725,5.0
824,2017-04-04,6.0,101.0,3063.0,201.0,4526.0,8377.0,7519.0,7225.531012868348,2.0
825,2017-04-05,12.0,101.0,3803.0,201.0,5510.0,9180.0,7286.0,7173.966016466294,7.0
826,2017-04-06,2.0,101.0,2920.0,201.0,4608.0,8149.0,8532.0,7907.303788126164,5.0
827,2017-04-07,4.0,101.0,2639.0,201.0,4469.0,9884.0,7170.0,8274.77072605915,3.0
828,2017-04-08,2.0,101.0,3956.0,201.0,4984.0,8364.0,6881.0,7855.155179196275,6.0
829,2017-04-09,5.0,101.0,2792.0,201.0,5643.0,9050.0,7168.0,7395.112297838735,1.0
830,2017-04-10,4.0,101.0,2952.0,201.0,5342.0,7779.0,8031.0,6971.035341775985,7.0
831,2017-04-11,1.0,101.0,3027.0,201.0,4957.0,9769.0,8038.0,6856.249763443067,4.0
832,2017-04-12,3.0,101.0,3736.0,201.0,4518.0,8150.0,7075.0,7204.235648250982,4.0
833,2017-04-13,3.0,101.0,2853.0,201.0,4796.0,8028.0,7713.0,7061.656963369536,3.0
834,2017-04-14,10.0,101.0,3149.0,201.0,4731.0,7717.0,7646.0,7477.988576742229,2.0
835,2017-04-15,4.0,101.0,3993.0,201.0,4399.0,9607.0,7449.0,7272.74261960336,3.0
836,2017-04-16,12.0,101.0,3101.0,201.0,5088.0,8660.0,7196.0,7723.262097545865,2.0
837,2017-04-17,5.0,101.0,2518.0,201.0,5213.0,9359.0,7470.0,6728.488675312546,5.0
838,2017-04-18,12.0,101.0,3967.0,201.0,5319.0,9079.0,7312.0,7291.9599238127275,4.0
839,2017-04-19,4.0,101.0,3346.0,201.0,5174.0,7990.0,7370.0,7314.69696276402,1.0
840,2017-04-20,6.0,101.0,3666.0,201.0,5135.0,8694.0,7656.0,7636.888786827822,6.0
841,2017-04-21,8.0,101.0,3029.0,201.0,5188.0,8574.0,7904.0,7863.625749186112,4.0
842,2017-04-22,7.0,101.0,3437.0,201.0,5039.0,8008.0,7549.0,7339.428358769806,5.0
843,2017-04-23,6.0,101.0,3204.0,201.0,5426.0,9047.0,6532.0,7426.814521693794,3.0
844,2017-04-24,6.0,101.0,3001.0,201.0,4169.0,9351.0,6508.0,6555.117440297195,7.0
845,2017-04-25,5.0,101.0,3567.0,201.0,4939.0,9701.0,7631.0,6664.765190911754,2.0
846,2017-04-26,6.0,101.0,3602.0,201.0,4180.0,9784.0,7844.0,7297.484707247487,8.0
847,2017-04-27,7.0,101.0,2508.0,201.0,5174.0,9729.0,6969.0,7141.426501067374,3.0
848,2017-04-28,6.0,101.0,3635.0,201.0,5121.0,9878.0,8007.0,6834.833239585439,8.0
849,2017-04-29,9.0,101.0,3557.0,201.0,4099.0,8716.0,7455.0,7218.677179855282,3.0
850,2017-04-30,12.0,101.0,3876.0,201.0,5151.0,9564.0,7886.0,6970.445451230449,3.0
851,2017-05-01,8.0,101.0,3683.0,201.0,4354.0,9042.0,7811.0,6586.569349562304,9.0
852,2017-05-02,6.0,101.0,3515.0,201.0,5195.0,7818.0,7163.0,7302.66863641805,4.0
853,2017-05-03,4.0,101.0,2720.0,201.0,4506.0,9305.0,6674.0,6933.466863247759,3.0
854,2017-05-04,12.0,101.0,3952.0,201.0,4751.0,9575.0,7439.0,7728.723361380801,3.0
855,2017-05-05,4.0,101.0,3357.0,201.0,5450.0,9892.0,6332.0,6623.068370856444,5.0
856,2017-05-06,8.0,101.0,3282.0,201.0,5292.0,8606.0,7765.0,6825.454061245271,7.0
857,2017-05-07,10.0,101.0,3593.0,201.0,4806.0,7702.0,7635.0,7115.115178250115,4.0
858,2017-05-08,10.0,101.0,2342.0,201.0,4809.0,7663.0,7563.0,7394.300848836683,3.0
859,2017-05-09,6.0,101.0,3541.0,201.0,4651.0,9175.0,7679.0,7362.175094004831,4.0
860,2017-05-10,3.0,101.0,2439.0,201.0,5230.0,8322.0,6863.0,6978.887245161853,1.0
861,2017-05-11,10.0,101.0,3128.0,201.0,4395.0,8327.0,7292.0,6525.711410524523,1.0
862,2017-05-12,8.0,101.0,3302.0,201.0,4219.0,8715.0,7472.0,6961.264278207741,5.0
863,2017-05-13,10.0,101.0,3267.0,201.0,3897.0,8279.0,6672.0,6139.866117663251,1.0
864,2017-05-14,8.0,101.0,3532.0,201.0,5221.0,8983.0,6959.0,7190.694594850535,5.0
865,2017-05-15,6.0,101.0,3456.0,201.0,3885.0,8870.0,7189.0,7008.440219080805,6.0
866,2017-05-16,12.0,101.0,3623.0,201.0,4508.0,8700.0,7331.0,6454.204725948674,3.0
867,2017-05-17,13.0,101.0,3843.0,201.0,4465.0,9434.0,7454.0,6925.233131577536,1.0
868,2017-05-18,8.0,101.0,3162.0,201.0,4165.0,8972.0,6457.0,6499.083360319233,1.0
869,2017-05-19,10.0,101.0,3710.0,201.0,5299.0,9736.0,6016.0,7359.52710442511,1.0
870,2017-05-20,2.0,101.0,3585.0,201.0,4854.0,9255.0,6264.0,5953.084654804423,5.0
871,2017-05-21,12.0,101.0,3239.0,201.0,4083.0,8094.0,6288.0,6047.040773252558,2.0
872,2017-05-22,13.0,101.0,2368.0,201.0,4559.0,8638.0,6225.0,6045.241397334935,5.0
873,2017-05-23,5.0,101.0,2971.0,201.0,3987.0,8143.0,7274.0,6513.304569221962,6.0
874,2017-05-24,11.0,101.0,3187.0,201.0,4322.0,8818.0,6460.0,6167.1034251718975,8.0
875,2017-05-25,9.0,101.0,2502.0,201.0,4775.0,9220.0,6404.0,6561.423031557458,3.0
876,2017-05-26,7.0,101.0,2401.0,201.0,4109.0,9393.0,5936.0,6053.387964945044,2.0
877,2017-05-27,8.0,101.0,2741.0,201.0,4115.0,8522.0,6640.0,7147.626531905225,2.0
878,2017-05-28,11.0,101.0,3551.0,201.0,4762.0,9546.0,6322.0,5939.077309161044,5.0
879,2017-05-29,5.0,101.0,3410.0,201.0,4553.0,8944.0,6822.0,6722.3903853414395,1.0
880,2017-05-30,7.0,101.0,3454.0,201.0,4475.0,8952.0,7267.0,6519.424697371429,1.0
881,2017-05-31,12.0,101.0,3875.0,201.0,4484.0,8588.0,5857.0,6229.1421509540305,1.0
882,2017-06-01,10.0,101.0,3149.0,201.0,4690.0,9822.0,6973.0,6111.088220727548,2.0
883,2017-06-02,6.0,101.0,2567.0,201.0,3808.0,9276.0,7298.0,6950.715667270747,1.0
884,2017-06-03,3.0,101.0,3422.0,201.0,4079.0,8567.0,6684.0,7000.5399758960875,4.0
885,2017-06-04,6.0,101.0,3394.0,201.0,3647.0,8577.0,5791.0,6087.7383458628565,7.0
886,2017-06-05,13.0,101.0,3381.0,201.0,3725.0,8776.0,6176.0,6691.2501593013485,1.0
887,2017-06-06,10.0,101.0,3422.0,201.0,4007.0,8104.0,6538.0,5768.716070367417,5.0
888,2017-06-07,7.0,101.0,3338.0,201.0,4640.0,8248.0,6648.0,6413.243487281845,2.0
889,2017-06-08,8.0,101.0,3420.0,201.0,4344.0,8588.0,7011.0,6684.953553047179,1.0
890,2017-06-09,2.0,101.0,3206.0,201.0,4212.0,7941.0,6009.0,6137.39109184991,1.0
891,2017-06-10,13.0,101.0,3902.0,201.0,3630.0,8705.0,6608.0,6234.13490550602,3.0
892,2017-06-11,9.0,101.0,3876.0,201.0,4029.0,8682.0,6506.0,6857.745258176055,3.0
893,2017-06-12,11.0,101.0,3996.0,201.0,4110.0,9189.0,5956.0,5694.888702661002,2.0
894,2017-06-13,13.0,101.0,3220.0,201.0,4163.0,8331.0,6967.0,6695.487012755129,5.0
895,2017-06-14,6.0,101.0,3862.0,201.0,4020.0,8817.0,6109.0,5405.938690790722,1.0
896,2017-06-15,11.0,101.0,2870.0,201.0,4070.0,9077.0,5342.0,6046.595686321827,4.0
897,2017-06-16,12.0,101.0,3321.0,201.0,4474.0,8301.0,6866.0,5934.001305110948,1.0
898,2017-06-17,10.0,101.0,3184.0,201.0,3405.0,8904.0,5467.0,5566.384888804874,4.0
899,2017-06-18,9.0,101.0,3955.0,201.0,4595.0,9523.0,5456.0,5367.176639549655,1.0
900,2017-06-19,12.0,101.0,3830.0,201.0,4653.0,8081.0,6528.0,6733.899388325037,1.0
901,2017-06-20,7.0,101.0,3316.0,201.0,3850.0,8512.0,5236.0,5747.954665780692,11.0
902,2017-06-21,5.0,101.0,3880.0,201.0,4728.0,8532.0,6880.0,6627.196169873595,1.0
903,2017-06-22,11.0,101.0,2837.0,201.0,4320.0,7967.0,6579.0,5551.062291519329,9.0
904,2017-06-23,10.0,101.0,3374.0,201.0,4187.0,8482.0,6717.0,6403.113123946906,4.0
905,2017-06-24,7.0,101.0,2974.0,201.0,4543.0,8863.0,6439.0,5262.195552044333,5.0
906,2017-06-25,2.0,101.0,3873.0,201.0,4423.0,9664.0,6007.0,6046.255890577141,1.0
907,2017-06-26,13.0,101.0,2645.0,201.0,3669.0,9697.0,5309.0,6137.434818702821,1.0
908,2017-06-27,9.0,101.0,3851.0,201.0,4019.0,9030.0,5072.0,5421.312073523079,5.0
909,2017-06-28,2.0,101.0,3907.0,201.0,4608.0,8374.0,6129.0,6200.320214389245,3.0
910,2017-06-29,8.0,101.0,3052.0,201.0,4618.0,9676.0,6446.0,6383.374598538784,8.0
911,2017-06-30,9.0,101.0,3139.0,201.0,4070.0,8447.0,5461.0,5991.812609228792,5.0
912,2017-07-01,5.0,101.0,2986.0,201.0,4404.0,9422.0,5364.0,5194.363549060977,3.0
913,2017-07-02,7.0,101.0,3018.0,201.0,3828.0,9432.0,5709.0,5012.606812047028,3.0
914,2017-07-03,8.0,101.0,3494.0,201.0,3727.0,8594.0,5678.0,6082.022746920873,6.0
915,2017-07-04,9.0,101.0,2994.0,201.0,3962.0,9750.0,5681.0,5148.629396308148,7.0
916,2017-07-05,12.0,101.0,3998.0,201.0,4101.0,9813.0,5642.0,4926.409040255743,7.0
917,2017-07-06,12.0,101.0,2480.0,201.0,3757.0,9144.0,5942.0,5604.105382194334,2.0
918,2017-07-07,11.0,101.0,3836.0,201.0,3260.0,9094.0,4893.0,5739.705117494098,7.0
919,2017-07-08,8.0,101.0,3806.0,201.0,4061.0,8709.0,6483.0,4899.974364481454,1.0
920,2017-07-09,9.0,101.0,3367.0,201.0,4177.0,7652.0,5867.0,5622.339366725142,4.0
